School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL,Year
Wakefield - Galvin Middle School,3050310,MATH,506,49,41,4,465,45,457,45,63,6,"1,026",,500,51.6,"1,011",53,2018
Wakefield - Greenwood,3050020,ELA,65,72,6,7,59,66,25,28,0,0,90,,508.8,50.9,41,78,2018
Wakefield - Greenwood,3050020,MATH,62,69,10,11,52,58,24,27,4,4,90,,508.2,45.3,39,83,2018
Wakefield - Walton,3050040,ELA,81,72,13,12,68,61,30,27,1,1,112,,509.9,56.9,65,81,2018
Wakefield - Walton,3050040,MATH,83,74,13,12,70,63,28,25,1,1,112,,510.2,61.2,65,88,2018
Wakefield - Woodville School,3050015,ELA,76,52,10,7,66,46,62,43,7,5,145,,501.8,46.8,65,49,2018
Wakefield - Woodville School,3050015,MATH,76,51,16,11,60,40,58,39,15,10,149,,501.1,53.6,69,58,2018
Wales - Wales Elementary,3060005,ELA,57,66,2,2,55,64,26,30,3,3,86,,504.2,45.2,60,63,2018
Wales - Wales Elementary,3060005,MATH,52,60,2,2,50,58,30,35,4,5,86,,502.6,66.2,60,66,2018
Walpole - Bird Middle,3070305,ELA,295,62,49,10,246,51,161,34,22,5,478,,505.9,50.6,468,67,2018
Walpole - Bird Middle,3070305,MATH,297,62,50,10,247,52,168,35,13,3,478,,505.6,50,468,75,2018
Walpole - Boyden,3070010,ELA,103,60,8,5,95,56,61,36,7,4,171,,505,47.2,116,64,2018
Walpole - Boyden,3070010,MATH,89,52,10,6,79,46,59,35,22,13,170,,499,59.2,115,49,2018
Walpole - Eleanor N Johnson Middle,3070310,ELA,269,61,49,11,220,50,148,33,27,6,444,,505.5,48.4,435,66,2018
Walpole - Eleanor N Johnson Middle,3070310,MATH,305,69,54,12,251,57,121,27,17,4,443,,508.7,53.1,433,84,2018
Walpole - Elm Street School,3070005,ELA,146,68,19,9,127,59,69,32,1,0,216,,507,44.8,146,72,2018
Walpole - Elm Street School,3070005,MATH,130,60,17,8,113,52,79,37,7,3,216,,504.1,40.7,146,69,2018
Walpole - Fisher,3070015,ELA,189,80,62,26,127,54,38,16,8,3,235,,516.8,67.9,154,96,2018
Walpole - Fisher,3070015,MATH,176,75,57,24,119,51,51,22,8,3,235,,514.2,61.2,154,95,2018
Walpole - Old Post Road,3070018,ELA,168,78,33,15,135,63,47,22,1,0,216,,513.6,52.5,138,91,2018
Walpole - Old Post Road,3070018,MATH,160,74,36,17,124,58,54,25,1,0,215,,512.3,54.6,138,93,2018
Waltham - Douglas MacArthur Elementary School,3080032,ELA,86,43,6,3,80,40,93,46,23,11,202,,495.9,42.1,126,28,2018
Waltham - Douglas MacArthur Elementary School,3080032,MATH,77,38,12,6,65,32,91,45,35,17,203,,493.8,47.8,126,30,2018
Waltham - Henry Whittemore Elementary School,3080065,ELA,79,38,6,3,73,35,109,52,22,10,210,,494.9,60,144,25,2018
Waltham - Henry Whittemore Elementary School,3080065,MATH,89,43,8,4,81,39,104,50,16,8,209,,496,57.7,145,38,2018
Waltham - James Fitzgerald Elementary School,3080060,ELA,134,60,19,8,115,51,71,32,20,9,225,,502.7,55.1,148,53,2018
Waltham - James Fitzgerald Elementary School,3080060,MATH,108,48,12,5,96,43,90,40,27,12,225,,498,41.8,148,45,2018
Waltham - John F Kennedy Middle,3080404,ELA,246,50,47,10,199,41,163,33,79,16,488,,498,52.6,439,35,2018
Waltham - John F Kennedy Middle,3080404,MATH,241,49,47,10,194,40,181,37,67,14,489,,499,61.1,442,49,2018
Waltham - John W. McDevitt Middle School,3080415,ELA,334,55,89,15,245,40,197,32,80,13,611,,501.9,53.9,580,49,2018
Waltham - John W. McDevitt Middle School,3080415,MATH,284,46,56,9,228,37,251,41,78,13,613,,498,59.2,585,45,2018
Waltham - Northeast Elementary School,3080040,ELA,85,42,10,5,75,37,101,50,17,8,203,,497.8,37.6,122,35,2018
Waltham - Northeast Elementary School,3080040,MATH,73,36,8,4,65,32,102,51,26,13,201,,493.8,32.2,122,30,2018
Waltham - Thomas R Plympton Elementary School,3080050,ELA,90,45,7,3,83,41,101,50,11,5,202,,498.2,45.1,130,36,2018
Waltham - Thomas R Plympton Elementary School,3080050,MATH,106,52,17,8,89,44,73,36,23,11,202,,500.3,51,129,55,2018
Waltham - William F. Stanley Elementary School,3080005,ELA,86,49,11,6,75,43,71,40,19,11,176,,502,62.6,108,51,2018
Waltham - William F. Stanley Elementary School,3080005,MATH,66,38,4,2,62,35,83,47,26,15,175,,494.4,62.6,109,31,2018
Ware - Stanley M Koziol Elementary School,3090020,ELA,36,39,2,2,34,37,46,50,10,11,92,,493.7,,,21,2018
Ware - Stanley M Koziol Elementary School,3090020,MATH,18,20,0,0,18,20,48,52,26,28,92,,482.5,,,7,2018
Ware - Ware Junior/Senior High School,3090505,ELA,71,38,7,4,64,34,81,44,34,18,186,,492,46.4,181,16,2018
Ware - Ware Junior/Senior High School,3090505,MATH,49,27,4,2,45,25,101,56,31,17,181,,488.7,44.9,175,16,2018
Ware - Ware Middle School,3090305,ELA,136,42,7,2,129,40,152,47,35,11,323,,495,48.1,312,25,2018
Ware - Ware Middle School,3090305,MATH,98,30,10,3,88,27,189,58,38,12,325,,491.6,58.8,313,23,2018
Wareham - Wareham Elementary School,3100017,ELA,129,34,6,2,123,32,217,57,38,10,384,,493.5,51.3,186,20,2018
Wareham - Wareham Elementary School,3100017,MATH,127,33,12,3,115,30,189,49,70,18,386,,491.7,64.8,185,24,2018
Wareham - Wareham Middle,3100305,ELA,287,41,42,6,245,35,283,41,123,18,693,,494.8,51.4,651,24,2018
Wareham - Wareham Middle,3100305,MATH,205,30,11,2,194,28,360,52,127,18,692,,489.1,51.8,646,17,2018
Watertown - Cunniff,3140015,ELA,74,54,15,11,59,43,52,38,11,8,137,,502.4,63.4,76,52,2018
Watertown - Cunniff,3140015,MATH,63,45,13,9,50,36,59,42,18,13,140,,497.2,65,76,43,2018
Watertown - Hosmer,3140020,ELA,123,51,22,9,101,42,95,39,24,10,242,,501.5,63.6,158,48,2018
Watertown - Hosmer,3140020,MATH,94,39,10,4,84,35,110,45,38,16,242,,494.2,58.5,158,31,2018
Watertown - James Russell Lowell,3140025,ELA,106,57,16,9,90,49,70,38,9,5,185,,503,59.8,110,54,2018
Watertown - James Russell Lowell,3140025,MATH,97,52,13,7,84,45,69,37,22,12,188,,499.6,61.6,112,52,2018
Watertown - Watertown Middle,3140305,ELA,257,51,29,6,228,45,194,39,52,10,503,,499.1,48,488,39,2018
Watertown - Watertown Middle,3140305,MATH,220,44,13,3,207,41,222,44,61,12,503,,494.8,47,486,33,2018
Wayland - Claypit Hill School,3150005,ELA,205,75,29,11,176,64,61,22,7,3,273,,510.3,52.7,196,83,2018
Wayland - Claypit Hill School,3150005,MATH,200,73,43,16,157,58,65,24,8,3,273,,511,59.1,196,90,2018
Wayland - Happy Hollow School,3150015,ELA,143,71,28,14,115,57,52,26,6,3,201,,509.4,56,132,80,2018
Wayland - Happy Hollow School,3150015,MATH,143,71,36,18,107,53,49,24,9,4,201,,509.5,61.9,133,86,2018
Wayland - Loker School,3150020,ELA,116,84,23,17,93,67,21,15,1,1,138,,515.2,75.8,91,94,2018
Wayland - Loker School,3150020,MATH,107,78,20,14,87,63,29,21,2,1,138,,512.6,71,92,93,2018
Wayland - Wayland Middle School,3150305,ELA,511,81,189,30,322,51,101,16,17,3,629,,518.2,64.1,609,97,2018
Wayland - Wayland Middle School,3150305,MATH,505,80,190,30,315,50,102,16,21,3,628,,517.9,62.1,612,99,2018
Webster - Park Avenue Elementary,3160015,ELA,123,42,20,7,103,35,138,47,30,10,291,,497.2,53.9,136,32,2018
Webster - Park Avenue Elementary,3160015,MATH,74,25,9,3,65,22,143,49,74,25,291,,486.6,49.2,136,13,2018
Webster - Webster Middle School,3160315,ELA,161,29,20,4,141,25,255,46,140,25,556,,487.1,53.6,522,9,2018
Webster - Webster Middle School,3160315,MATH,95,17,2,0,93,17,292,53,163,30,550,,481.6,52.8,520,6,2018
Wellesley - Ernest F Upham,3170050,ELA,100,77,22,17,78,60,23,18,7,5,130,,514,56.8,78,92,2018
Wellesley - Ernest F Upham,3170050,MATH,96,74,14,11,82,64,24,19,9,7,129,,511.8,57.6,78,92,2018
Wellesley - Hunnewell,3170025,ELA,105,83,29,23,76,60,22,17,0,0,127,,516.7,70,80,96,2018
Wellesley - Hunnewell,3170025,MATH,90,71,20,16,70,55,35,28,2,2,127,,512.3,63.6,80,93,2018
Wellesley - John D Hardy,3170020,ELA,131,83,41,26,90,57,22,14,4,3,157,,518.5,61.9,104,97,2018
Wellesley - John D Hardy,3170020,MATH,127,81,29,18,98,62,27,17,3,2,157,,513.9,54.8,104,95,2018
Wellesley - Joseph E Fiske,3170015,ELA,126,81,28,18,98,63,27,17,3,2,156,,515.1,56.3,100,94,2018
Wellesley - Joseph E Fiske,3170015,MATH,105,66,17,11,88,56,44,28,9,6,158,,507.3,52.5,101,81,2018
Wellesley - Katharine Lee Bates,3170005,ELA,155,79,39,20,116,59,41,21,0,0,196,,516.4,64.6,134,95,2018
Wellesley - Katharine Lee Bates,3170005,MATH,139,71,28,14,111,57,57,29,0,0,196,,510.7,64.5,134,89,2018
Wellesley - Schofield,3170045,ELA,150,78,53,28,97,51,41,21,1,1,192,,519.2,54.3,127,98,2018
Wellesley - Schofield,3170045,MATH,140,73,22,11,118,61,46,24,7,4,193,,509.2,43.5,127,85,2018
Wellesley - Sprague Elementary School,3170048,ELA,148,78,32,17,116,61,38,20,4,2,190,,514.4,64.9,122,93,2018
Wellesley - Sprague Elementary School,3170048,MATH,138,73,29,15,109,58,41,22,10,5,189,,510,57,119,88,2018
Wellesley - Wellesley Middle,3170305,ELA,884,81,242,22,642,59,190,17,23,2,"1,097",,516,57.6,"1,035",95,2018
Wellesley - Wellesley Middle,3170305,MATH,857,79,172,16,685,63,211,19,22,2,"1,090",,512.3,52.8,"1,030",93,2018
Wellfleet - Wellfleet Elementary,3180005,ELA,36,68,7,13,29,55,17,32,0,0,53,,507.7,35.5,38,74,2018
Wellfleet - Wellfleet Elementary,3180005,MATH,39,74,1,2,38,72,13,25,1,2,53,,505.3,46,38,74,2018
West Boylston - Major Edwards Elementary,3220005,ELA,112,61,29,16,83,45,68,37,5,3,185,,508.1,56.9,125,75,2018
West Boylston - Major Edwards Elementary,3220005,MATH,109,59,21,11,88,48,66,36,10,5,185,,504.1,46.2,125,69,2018
West Boylston - West Boylston Junior/Senior High,3220505,ELA,137,58,37,16,100,42,81,34,18,8,236,,505.8,55.8,232,67,2018
West Boylston - West Boylston Junior/Senior High,3220505,MATH,136,58,17,7,119,50,89,38,11,5,236,,503.6,54.8,232,68,2018
West Bridgewater - Howard School,3230305,ELA,173,61,13,5,160,57,104,37,5,2,282,,504.2,51.5,277,60,2018
West Bridgewater - Howard School,3230305,MATH,137,48,7,2,130,46,138,49,8,3,283,,499.6,47.5,278,52,2018
West Bridgewater - Rose L Macdonald,3230003,ELA,47,63,8,11,39,52,24,32,4,5,75,,506.4,,,69,2018
West Bridgewater - Rose L Macdonald,3230003,MATH,47,63,10,13,37,49,26,35,2,3,75,,508.7,,,84,2018
West Bridgewater - West Bridgewater Junior/Senior,3230505,ELA,118,53,11,5,107,48,77,35,26,12,221,,498.5,45.2,217,37,2018
West Bridgewater - West Bridgewater Junior/Senior,3230505,MATH,93,42,13,6,80,36,111,50,18,8,222,,496.6,38,218,40,2018
West Springfield - John R Fausey,3320010,ELA,164,57,29,10,135,47,91,32,31,11,286,,504.8,54.6,185,63,2018
West Springfield - John R Fausey,3320010,MATH,170,59,32,11,138,48,85,30,31,11,286,,505.8,57.6,185,76,2018
West Springfield - Memorial,3320025,ELA,62,42,7,5,55,38,80,55,4,3,146,,498.5,43.2,103,37,2018
West Springfield - Memorial,3320025,MATH,63,43,4,3,59,40,74,50,11,7,148,,496.7,46.4,105,41,2018
West Springfield - Mittineague,3320030,ELA,57,66,14,16,43,49,28,32,2,2,87,,508.6,65,54,77,2018
West Springfield - Mittineague,3320030,MATH,46,53,3,3,43,49,38,44,3,3,87,,501.1,50.1,54,58,2018
West Springfield - Philip G Coburn,3320007,ELA,80,35,4,2,76,34,114,50,32,14,226,,491.3,52.1,124,15,2018
West Springfield - Philip G Coburn,3320007,MATH,76,34,5,2,71,32,119,53,30,13,225,,491.5,45,124,23,2018
West Springfield - Tatham,3320040,ELA,93,65,14,10,79,55,48,34,2,1,143,,507.8,44.2,88,74,2018
West Springfield - Tatham,3320040,MATH,100,70,14,10,86,60,35,24,8,6,143,,508.2,40,88,83,2018
West Springfield - West Springfield Middle,3320305,ELA,412,48,65,8,347,40,315,37,135,16,862,,496.8,48,809,31,2018
West Springfield - West Springfield Middle,3320305,MATH,409,47,42,5,367,43,376,44,78,9,863,,498.1,46.8,811,46,2018
Westborough - Annie E Fales,3210010,ELA,58,64,7,8,51,57,31,34,1,1,90,,508.7,,,77,2018
Westborough - Annie E Fales,3210010,MATH,68,76,13,14,55,61,21,23,1,1,90,,512.4,,,93,2018
Westborough - Elsie A Hastings Elementary,3210025,ELA,62,74,11,13,51,61,19,23,3,4,84,,510.5,,,84,2018
Westborough - Elsie A Hastings Elementary,3210025,MATH,70,84,23,28,47,57,8,10,5,6,83,,517.1,,,98,2018
Westborough - J Harding Armstrong,3210005,ELA,58,68,11,13,47,55,25,29,2,2,85,,509.3,,,80,2018
Westborough - J Harding Armstrong,3210005,MATH,61,72,16,19,45,53,22,26,2,2,85,,512.7,,,93,2018
Westborough - Mill Pond School,3210045,ELA,687,76,150,17,537,59,180,20,39,4,906,,512.7,59.9,840,89,2018
Westborough - Mill Pond School,3210045,MATH,652,72,150,17,502,55,216,24,38,4,906,,511.2,61.7,842,91,2018
Westborough - Sarah W Gibbons Middle,3210305,ELA,454,78,147,25,307,53,100,17,28,5,582,,515.2,57.3,556,94,2018
Westborough - Sarah W Gibbons Middle,3210305,MATH,439,76,156,27,283,49,119,21,16,3,574,,515.8,55.8,551,97,2018
Westfield - Abner Gibbs,3250020,ELA,60,58,5,5,55,53,39,38,4,4,103,,501.7,57.4,76,49,2018
Westfield - Abner Gibbs,3250020,MATH,54,51,5,5,49,46,45,42,7,7,106,,499.8,50.6,79,53,2018
Westfield - Franklin Ave,3250015,ELA,57,51,10,9,47,42,52,46,3,3,112,,501,54.9,69,46,2018
Westfield - Franklin Ave,3250015,MATH,57,51,7,6,50,45,49,44,6,5,112,,500.2,41.3,69,54,2018
Westfield - Highland,3250025,ELA,92,51,19,10,73,40,71,39,18,10,181,,500.1,57.6,110,42,2018
Westfield - Highland,3250025,MATH,86,48,9,5,77,43,77,43,18,10,181,,497,41.1,110,42,2018
Westfield - Munger Hill,3250033,ELA,106,53,6,3,100,50,71,36,23,12,200,,499.6,44.3,137,41,2018
Westfield - Munger Hill,3250033,MATH,98,49,12,6,86,43,66,33,36,18,200,,498,50.6,137,45,2018
Westfield - North Middle School,3250305,ELA,387,59,74,11,313,48,202,31,65,10,654,,503.7,57.7,628,58,2018
Westfield - North Middle School,3250305,MATH,358,55,57,9,301,46,249,38,46,7,653,,502.8,51.7,628,65,2018
Westfield - Paper Mill,3250036,ELA,103,50,15,7,88,43,87,43,14,7,204,,500.4,42.2,135,43,2018
Westfield - Paper Mill,3250036,MATH,91,45,7,3,84,41,94,46,19,9,204,,497.6,52.5,135,44,2018
Westfield - Russell Elementary School,3250055,ELA,56,62,6,7,50,55,34,37,1,1,91,,504.3,53.9,63,61,2018
Westfield - Russell Elementary School,3250055,MATH,39,43,2,2,37,41,48,53,3,3,90,,498.7,55.7,62,48,2018
Westfield - Southampton Road,3250040,ELA,108,50,18,8,90,42,98,45,10,5,216,,502.1,50.5,145,51,2018
Westfield - Southampton Road,3250040,MATH,107,50,15,7,92,43,96,44,13,6,216,,499.8,48.4,146,53,2018
Westfield - Westfield Middle School,3250310,ELA,231,41,40,7,191,34,251,44,84,15,566,,494.6,53.7,531,23,2018
Westfield - Westfield Middle School,3250310,MATH,217,38,23,4,194,34,258,46,90,16,565,,492.8,42.8,531,27,2018
Westford - Abbot Elementary,3260004,ELA,254,70,41,11,213,59,104,29,4,1,362,,509.2,50.7,229,79,2018
Westford - Abbot Elementary,3260004,MATH,273,75,51,14,222,61,85,23,4,1,362,,511.5,56.8,230,91,2018
Westford - Blanchard Middle,3260310,ELA,413,71,121,21,292,50,145,25,24,4,582,,512.1,55.3,565,88,2018
Westford - Blanchard Middle,3260310,MATH,436,75,121,21,315,54,130,22,16,3,582,,514.1,47.6,566,95,2018
Westford - Day Elementary,3260007,ELA,275,78,45,13,230,65,72,20,7,2,354,,511.7,51.6,220,86,2018
Westford - Day Elementary,3260007,MATH,278,79,76,22,202,57,67,19,8,2,353,,513.9,53.3,220,95,2018
Westford - John A. Crisafulli Elementary School,3260045,ELA,271,79,64,19,207,61,61,18,9,3,341,,513.7,61.2,219,91,2018
Westford - John A. Crisafulli Elementary School,3260045,MATH,246,72,64,19,182,53,86,25,9,3,341,,510.9,57.1,219,90,2018
Westford - Stony Brook School,3260330,ELA,480,75,97,15,383,60,144,23,16,3,640,,512.1,47.8,628,88,2018
Westford - Stony Brook School,3260330,MATH,526,82,132,21,394,62,97,15,15,2,638,,515.7,47.3,628,97,2018
Westhampton - Westhampton Elementary School,3270005,ELA,48,71,11,16,37,54,19,28,1,1,68,,511.2,63.9,49,86,2018
Westhampton - Westhampton Elementary School,3270005,MATH,50,72,10,14,40,58,19,28,0,0,69,,510.4,63.3,49,90,2018
Weston - Country,3300010,ELA,59,77,21,27,38,49,17,22,1,1,77,,517.2,,,96,2018
Weston - Country,3300010,MATH,58,75,22,29,36,47,17,22,2,3,77,,514.3,,,95,2018
Weston - Field Elementary School,3300012,ELA,265,82,94,29,171,53,52,16,6,2,323,,519,56.3,303,98,2018
Weston - Field Elementary School,3300012,MATH,252,78,57,18,195,60,63,20,8,2,323,,512.9,57.6,304,94,2018
Weston - Weston Middle,3300305,ELA,377,80,125,26,252,53,85,18,11,2,473,,517.2,62.7,444,96,2018
Weston - Weston Middle,3300305,MATH,374,79,121,26,253,54,94,20,3,1,471,,516.3,55.9,442,97,2018
Weston - Woodland,3300015,ELA,72,91,32,41,40,51,7,9,0,0,79,,523.7,,,99,2018
Weston - Woodland,3300015,MATH,56,71,16,20,40,51,22,28,1,1,79,,513.1,,,94,2018
Westport - Westport Elementary,3310030,ELA,259,52,17,3,242,49,214,43,25,5,498,,501.2,41.2,371,47,2018
Westport - Westport Elementary,3310030,MATH,274,55,26,5,248,50,197,40,27,5,498,,501.3,47.1,371,59,2018
Westport - Westport Middle-High School,3310515,ELA,124,56,6,3,118,53,78,35,21,9,223,,500.8,51.5,210,44,2018
Westport - Westport Middle-High School,3310515,MATH,125,56,13,6,112,50,83,37,17,8,225,,501.8,60.6,212,61,2018
Westwood - Deerfield School,3350010,ELA,100,84,17,14,83,70,16,13,3,3,119,,515.2,55,74,94,2018
Westwood - Deerfield School,3350010,MATH,86,72,14,12,72,61,30,25,3,3,119,,512.2,47.4,74,92,2018
Westwood - Downey,3350012,ELA,99,83,32,27,67,56,19,16,1,1,119,,519.6,71.6,72,98,2018
Westwood - Downey,3350012,MATH,91,76,25,21,66,55,25,21,3,3,119,,514.4,64.3,73,96,2018
Westwood - E W Thurston Middle,3350305,ELA,540,69,156,20,384,49,218,28,24,3,782,,511.5,47.1,762,86,2018
Westwood - E W Thurston Middle,3350305,MATH,534,68,111,14,423,54,224,29,25,3,783,,509.2,51,763,85,2018
Westwood - Martha Jones,3350017,ELA,133,88,49,32,84,55,19,13,0,0,152,,521.7,62.8,103,99,2018
Westwood - Martha Jones,3350017,MATH,121,80,26,17,95,63,29,19,2,1,152,,514.5,59.6,103,96,2018
Westwood - Paul Hanlon,3350015,ELA,91,86,39,37,52,49,15,14,0,0,106,,522.4,67,67,99,2018
Westwood - Paul Hanlon,3350015,MATH,77,73,21,20,56,53,25,24,4,4,106,,511.4,52.7,67,91,2018
Westwood - William E Sheehan,3350025,ELA,127,71,28,16,99,55,51,28,1,1,179,,511.2,56.6,110,85,2018
Westwood - William E Sheehan,3350025,MATH,129,72,29,16,100,56,48,27,2,1,179,,511.1,63.3,110,91,2018
Weymouth - Abigail Adams Middle School,3360310,ELA,443,50,30,3,413,47,360,41,79,9,882,,499.2,47,864,39,2018
Weymouth - Abigail Adams Middle School,3360310,MATH,323,37,17,2,306,35,457,52,102,12,882,,493.4,44.6,863,28,2018
Weymouth - Academy Avenue,3360005,ELA,86,64,12,9,74,55,47,35,1,1,134,,506.5,56.1,78,70,2018
Weymouth - Academy Avenue,3360005,MATH,64,48,7,5,57,43,64,48,6,4,134,,499.2,49.1,78,50,2018
Weymouth - Frederick C Murphy,3360050,ELA,65,62,15,14,50,48,34,32,6,6,105,,504.9,44.5,56,63,2018
Weymouth - Frederick C Murphy,3360050,MATH,40,38,7,7,33,32,48,46,16,15,104,,494,43.9,56,30,2018
Weymouth - Lawrence W Pingree,3360065,ELA,37,52,8,11,29,41,33,46,1,1,71,,503.5,62.2,32,57,2018
Weymouth - Lawrence W Pingree,3360065,MATH,29,41,9,13,20,28,33,46,9,13,71,,499.3,55.5,33,51,2018
Weymouth - Maria Weston Chapman Middle School,3360020,ELA,335,40,21,2,314,37,385,46,121,14,841,,493.7,52.2,804,21,2018
Weymouth - Maria Weston Chapman Middle School,3360020,MATH,350,42,24,3,326,39,392,47,101,12,843,,494.7,48.8,803,33,2018
Weymouth - Ralph Talbot,3360085,ELA,59,63,14,15,45,48,33,35,2,2,94,,506.1,37.8,38,68,2018
Weymouth - Ralph Talbot,3360085,MATH,59,63,10,11,49,52,33,35,2,2,94,,505.4,59.8,38,75,2018
Weymouth - Thomas V Nash,3360060,ELA,56,61,12,13,44,48,33,36,3,3,92,,507.3,50.6,52,73,2018
Weymouth - Thomas V Nash,3360060,MATH,49,53,7,8,42,46,36,39,7,8,92,,498.5,55.5,52,47,2018
Weymouth - Thomas W. Hamilton Primary School,3360105,ELA,102,74,27,20,75,55,30,22,5,4,137,,511.9,50.2,76,87,2018
Weymouth - Thomas W. Hamilton Primary School,3360105,MATH,95,69,22,16,73,53,32,23,10,7,137,,510,60.4,76,88,2018
Weymouth - Wessagusset,3360110,ELA,63,58,7,6,56,51,42,39,4,4,109,,503.4,45.9,51,56,2018
Weymouth - Wessagusset,3360110,MATH,49,45,6,6,43,39,55,50,5,5,109,,500,50.5,50,53,2018
Weymouth - William Seach,3360080,ELA,69,56,16,13,53,43,50,41,4,3,123,,504,45.5,60,59,2018
Weymouth - William Seach,3360080,MATH,52,42,9,7,43,35,55,45,16,13,123,,495.8,60,60,37,2018
Whately - Whately Elementary,3370005,ELA,40,57,3,4,37,53,26,37,4,6,70,,500.5,55.7,52,44,2018
Whately - Whately Elementary,3370005,MATH,36,51,3,4,33,47,31,44,3,4,70,,499.1,51.7,52,50,2018
Whitman-Hanson - Hanson Middle School,7800315,ELA,186,48,23,6,163,42,158,41,42,11,386,,500.1,52.1,374,42,2018
Whitman-Hanson - Hanson Middle School,7800315,MATH,165,43,2,1,163,42,181,47,39,10,385,,495.2,37.6,375,35,2018
Whitman-Hanson - Indian Head,7800035,ELA,175,55,27,9,148,47,119,38,22,7,316,,502.5,53.3,203,52,2018
Whitman-Hanson - Indian Head,7800035,MATH,137,43,12,4,125,40,142,45,36,11,315,,495.7,47.6,203,36,2018
Whitman-Hanson - John H Duval,7800030,ELA,159,66,25,10,134,55,77,32,6,2,242,,506.4,60.1,165,69,2018
Whitman-Hanson - John H Duval,7800030,MATH,133,55,12,5,121,50,103,43,6,2,242,,502.3,57.5,165,62,2018
Whitman-Hanson - Louise A Conley,7800010,ELA,187,63,19,6,168,57,102,34,8,3,297,,503.4,50.6,214,56,2018
Whitman-Hanson - Louise A Conley,7800010,MATH,133,45,10,3,123,41,149,50,15,5,297,,497.5,37.9,214,44,2018
Whitman-Hanson - Whitman Middle,7800310,ELA,250,45,22,4,228,41,253,45,58,10,561,,496.5,50.1,549,30,2018
Whitman-Hanson - Whitman Middle,7800310,MATH,230,41,4,1,226,40,290,52,40,7,560,,495.3,50.6,550,35,2018
Williamsburg - Anne T. Dunphy School,3400020,ELA,48,53,5,5,43,47,42,46,1,1,91,,502.8,58.4,70,56,2018
Williamsburg - Anne T. Dunphy School,3400020,MATH,32,35,2,2,30,33,51,56,8,9,91,,496.6,69.5,68,43,2018
Williamstown (non-op) - Williamstown Elementary,3410010,ELA,177,75,37,16,140,59,56,24,3,1,236,,512.5,49.6,166,89,2018
Williamstown (non-op) - Williamstown Elementary,3410010,MATH,173,73,53,22,120,51,57,24,7,3,237,,513.2,47.3,168,94,2018
Wilmington - North Intermediate,3420060,ELA,218,73,32,11,186,62,78,26,3,1,299,,509.8,51.6,296,81,2018
Wilmington - North Intermediate,3420060,MATH,203,68,26,9,177,59,90,30,6,2,299,,507.6,60.4,295,82,2018
Wilmington - Shawsheen Elementary,3420025,ELA,60,56,8,7,52,48,41,38,7,6,108,,504.6,,,62,2018
Wilmington - Shawsheen Elementary,3420025,MATH,68,62,11,10,57,52,35,32,6,6,109,,506.1,,,78,2018
Wilmington - West Intermediate,3420080,ELA,129,54,6,3,123,51,96,40,15,6,240,,501.2,45.9,231,47,2018
